period_number,period_s,period_error_s,period_error_fs
4645,3.921349154433927e-09,-1.4889227502592238e-13,-148.89227502592237
4646,3.921358879917149e-09,-1.3916679180334722e-13,-139.16679180334722
4647,3.921339569707251e-09,-1.5847700170145461e-13,-158.4770017014546
4648,3.921397184996744e-09,-1.0086171220899986e-13,-100.86171220899986
4649,3.921397928732329e-09,-1.0011797662372911e-13,-100.1179766237291
4650,3.921374371946467e-09,-1.236747624859734e-13,-123.67476248597342
4651,3.921373678002866e-09,-1.2436870608647276e-13,-124.36870608647276
4652,3.921370216443485e-09,-1.2783026546762154e-13,-127.83026546762154
4653,3.9213621577855774e-09,-1.358889233752718e-13,-135.8889233752718
4654,3.921341790017775e-09,-1.5625669117747586e-13,-156.25669117747586
4655,3.9214134727762456e-09,-8.457393270713031e-14,-84.57393270713031
4656,3.921412180949357e-09,-8.586575959564679e-14,-85.86575959564678
4657,3.92140344878506e-09,-9.459792389284504e-14,-94.59792389284503
4658,3.921394322079592e-09,-1.0372462936061077e-13,-103.72462936061076
4659,3.92139170863736e-09,-1.0633807159233276e-13,-106.33807159233277
4660,3.921385157833624e-09,-1.128888753285988e-13,-112.8888753285988
4661,3.921380343352562e-09,-1.1770335639068362e-13,-117.70335639068362
4662,3.9214139573061964e-09,-8.408940275624654e-14,-84.08940275624653
4663,3.921421081083676e-09,-7.696562527687622e-14,-76.96562527687621
4664,3.921412415055711e-09,-8.563165324155285e-14,-85.63165324155285
4665,3.9214098844736305e-09,-8.816223532224264e-14,-88.16223532224265
4666,3.921395535816819e-09,-1.0251089213356756e-13,-102.51089213356755
4667,3.921403734255492e-09,-9.43124534608296e-14,-94.3124534608296
4668,3.921388758008253e-09,-1.0928870069969775e-13,-109.28870069969776
4669,3.92141265143889e-09,-8.53952700628967e-14,-85.3952700628967
4670,3.921452655625919e-09,-4.5391083033938674e-14,-45.39108303393867
4671,3.921430850856557e-09,-6.719585239555502e-14,-67.19585239555502
4672,3.921422438287955e-09,-7.560842099735886e-14,-75.60842099735886
4673,3.9214205294687155e-09,-7.751724023718253e-14,-77.51724023718253
4674,3.921412315200691e-09,-8.573150826163877e-14,-85.73150826163877
4675,3.921403459301821e-09,-9.458740713177193e-14,-94.58740713177193
4676,3.921425391763093e-09,-7.26549458592911e-14,-72.6549458592911
4677,3.9214665847778045e-09,-3.1461931148202716e-14,-31.461931148202716
4678,3.921444682836823e-09,-5.336387212952808e-14,-53.363872129528076
4679,3.9214288328581585e-09,-6.921385079414798e-14,-69.21385079414799
4680,3.921433839541161e-09,-6.42071677919358e-14,-64.20716779193579
4681,3.9214256907860526e-09,-7.23559229001196e-14,-72.3559229001196
4682,3.921416162763151e-09,-8.188394580203083e-14,-81.88394580203084
4683,3.9214402179025415e-09,-5.782880641120357e-14,-57.82880641120357
4684,3.921480589525687e-09,-1.7457183265990207e-14,-17.457183265990206
4685,3.921457088738867e-09,-4.095797008602563e-14,-40.95797008602563
4686,3.921449636068658e-09,-4.841064029441943e-14,-48.41064029441943
4687,3.92144625834521e-09,-5.178836374258077e-14,-51.78836374258077
4688,3.9214411561168915e-09,-5.689059206124324e-14,-56.89059206124324
4689,3.921426880291361e-09,-7.116641759163144e-14,-71.16641759163144
4690,3.921481208090131e-09,-1.6838618821532915e-14,-16.838618821532915
4691,3.921475162876973e-09,-2.2883831979714654e-14,-22.883831979714653
4692,3.921466700435071e-09,-3.1346273881452825e-14,-31.346273881452824
4693,3.921462866072773e-09,-3.518063617961075e-14,-35.18063617961075
4694,3.921457143897652e-09,-4.090281130050043e-14,-40.90281130050043
4695,3.9214493527124205e-09,-4.8693996532198515e-14,-48.69399653219851
4696,3.921435817451184e-09,-6.222925776867049e-14,-62.229257768670486
4697,3.921487957844966e-09,-1.0088863986615782e-14,-10.088863986615783
4698,3.921498807483211e-09,7.607742585009725e-16,0.7607742585009726
4699,3.921474393500006e-09,-2.365320894636468e-14,-23.65320894636468
4700,3.921476190998788e-09,-2.1855710164600962e-14,-21.85571016460096
4701,3.921466858322013e-09,-3.1188386940084624e-14,-31.188386940084623
4702,3.921459266386035e-09,-3.8780322917534183e-14,-38.780322917534185
4703,3.921455368299754e-09,-4.267840919837994e-14,-42.67840919837994
4704,3.9215092893871845e-09,1.1242678231764957e-14,11.242678231764957
4705,3.921504717415043e-09,6.670706090610833e-15,6.670706090610833
4706,3.921484231008418e-09,-1.3815700534317455e-14,-13.815700534317456
4707,3.92148585115883e-09,-1.2195550122918054e-14,-12.195550122918053
4708,3.921475358358625e-09,-2.2688350328015517e-14,-22.688350328015517
4709,3.921467553295605e-09,-3.0493413347521415e-14,-30.493413347521415
4710,3.92147498192363e-09,-2.3064785322302484e-14,-23.064785322302484
4711,3.921525173274272e-09,2.7126565319329342e-14,27.12656531932934
4712,3.921508737257228e-09,1.0690548275426713e-14,10.690548275426714
4713,3.921495344704103e-09,-2.7020048500918558e-15,-2.7020048500918556
4714,3.9214934307891126e-09,-4.615919840126205e-15,-4.615919840126205
4715,3.9214934936186285e-09,-4.55309032423067e-15,-4.55309032423067
4716,3.921457658920789e-09,-4.0387788163515504e-14,-40.3877881635155
4717,3.921487544763938e-09,-1.050194501433276e-14,-10.50194501433276
4718,3.921471744224893e-09,-2.6302484059887322e-14,-26.302484059887323
4719,3.9215119005254866e-09,1.3853816533870421e-14,13.853816533870422
4720,3.921507036740331e-09,8.990031377991824e-15,8.990031377991825
4721,3.921500709824343e-09,2.6631153903440386e-15,2.6631153903440388
4722,3.921492152243701e-09,-5.894465252029736e-15,-5.894465252029736
4723,3.921469540041876e-09,-2.850666707655035e-14,-28.506667076550354
4724,3.921537937830394e-09,3.9891121441489995e-14,39.89112144148999
4725,3.921538998207224e-09,4.095149827123513e-14,40.95149827123513
4726,3.921515818290037e-09,1.777158108414679e-14,17.771581084146792
4727,3.921517436759935e-09,1.939005098217884e-14,19.390050982178842
4728,3.921506271402017e-09,8.224693064434306e-15,8.224693064434307
4729,3.9214977935102344e-09,-2.5319871826178334e-16,-0.25319871826178336
4730,3.921505930284909e-09,7.883575955916055e-15,7.883575955916054
4731,3.921560044685586e-09,6.199797663341512e-14,61.99797663341512
4732,3.921534599355065e-09,3.655264611197263e-14,36.55264611197263
4733,3.9215180853838846e-09,2.0038674931868293e-14,20.038674931868293
4734,3.921522061153251e-09,2.4014444298372638e-14,24.014444298372638
4735,3.921512499736922e-09,1.4453027969548847e-14,14.453027969548847
4736,3.921498874839271e-09,8.281303184666345e-16,0.8281303184666345
4737,3.921546103390636e-09,4.8056681683347323e-14,48.05668168334732
4738,3.9215619323628836e-09,6.388565393087532e-14,63.88565393087532
4739,3.9215351192571114e-09,3.707254815873374e-14,37.07254815873374
4740,3.921537304331065e-09,3.9257622112106715e-14,39.257622112106716
4741,3.921525771293085e-09,2.7724584132618034e-14,27.724584132618034
4742,3.921517007090614e-09,1.8960381661222835e-14,18.960381661222836
4743,3.921520454609577e-09,2.240790062423793e-14,22.40790062423793
4744,3.921577202428911e-09,7.915571995848704e-14,79.15571995848704
4745,3.921557277964272e-09,5.923125531955798e-14,59.23125531955798
4746,3.921543321056811e-09,4.52743478582064e-14,45.2743478582064
4747,3.9215401877125324e-09,4.214100357972329e-14,42.14100357972329
4748,3.921530111462802e-09,3.206475384929476e-14,32.06475384929476
4749,3.921516182853017e-09,1.8136144064645042e-14,18.13614406464504
4750,3.921564597575769e-09,6.65508668163335e-14,66.5508668163335
4751,3.92157902340067e-09,8.097669171728506e-14,80.97669171728506
4752,3.921552533603986e-09,5.4486895032978665e-14,54.486895032978666
4753,3.921555398337176e-09,5.735162822322849e-14,57.35162822322849
4754,3.921539720285871e-09,4.1673576918110477e-14,41.67357691811048
4755,3.921532032045635e-09,3.398533668268989e-14,33.98533668268989
4756,3.921540729678093e-09,4.268296914069448e-14,42.68296914069448
4757,3.921592087223697e-09,9.404051474410603e-14,94.04051474410603
4758,3.921570668701359e-09,7.262199240643764e-14,72.62199240643764
4759,3.921562405237661e-09,6.435852870840487e-14,64.35852870840488
4760,3.921555586907039e-09,5.754019808607803e-14,57.54019808607803
4761,3.9215542807415765e-09,5.623403262383043e-14,56.23403262383043
4762,3.921531935904008e-09,3.388919505504474e-14,33.88919505504474
4763,3.921585152260026e-09,8.710555107307406e-14,87.10555107307405
4764,3.92159414986412e-09,9.610315516715108e-14,96.10315516715107
4765,3.9215616144477015e-09,6.356773874884826e-14,63.56773874884826
4766,3.9215673566534576e-09,6.930994450487461e-14,69.30994450487461
4767,3.921546434641505e-09,4.838793255209596e-14,48.387932552095954
4768,3.921549300729948e-09,5.125402099506139e-14,51.25402099506139
4769,3.921571078773726e-09,7.303206477312597e-14,73.03206477312597
4770,3.92160141130817e-09,1.0336459921737274e-13,103.36459921737274
4771,3.921578208297477e-09,8.016158852401046e-14,80.16158852401047
4772,3.921571668417077e-09,7.362170812463221e-14,73.6217081246322
4773,3.921570379219379e-09,7.233251042638401e-14,72.332510426384
4774,3.9215563089314755e-09,5.826222252284475e-14,58.26222252284475
4775,3.921556173216469e-09,5.812650751590388e-14,58.12650751590388
4776,3.92160809373405e-09,1.1004702509737852e-13,110.04702509737852
4777,3.921597762046288e-09,9.971533733511241e-14,99.71533733511241
4778,3.921579620606332e-09,8.157389737894439e-14,81.5738973789444
4779,3.9215777844828475e-09,7.973777389478588e-14,79.73777389478587
4780,3.921566589986996e-09,6.85432780436558e-14,68.5432780436558
4781,3.921552622074883e-09,5.457536593025348e-14,54.57536593025348
4782,3.921601450095503e-09,1.0340338655009341e-13,103.40338655009342
4783,3.92161642037963e-09,1.1837367067701289e-13,118.37367067701288
4784,3.921587353271751e-09,8.930656279838257e-14,89.30656279838257
4785,3.921588770080045e-09,9.072337109233232e-14,90.72337109233231
4786,3.921576134679507e-09,7.8087970553969e-14,78.087970553969
4787,3.921565367792992e-09,6.73210840396672e-14,67.3210840396672
4788,3.921588487726694e-09,9.044101774156278e-14,90.44101774156277
4789,3.9216274774528555e-09,1.2943074390278043e-13,129.43074390278042
4790,3.9216003739706365e-09,1.0232726168379292e-13,102.32726168379293
4791,3.921594734899612e-09,9.668819065942425e-14,96.68819065942425
4792,3.921586351523154e-09,8.830481420111459e-14,88.3048142011146
4793,3.921575875446767e-09,7.782873781452771e-14,77.82873781452771
4794,3.921581776786297e-09,8.373007734442063e-14,83.73007734442062
4795,3.921630896945192e-09,1.3285023623963678e-13,132.85023623963679
4796,3.921614792639803e-09,1.1674593085040609e-13,116.74593085040608
4797,3.921600345076649e-09,1.0229836769589619e-13,102.29836769589619
4798,3.9215966499801195e-09,9.860327116679403e-14,98.60327116679403
4799,3.92158355498628e-09,8.55082773275141e-14,85.50827732751411
4800,3.921572026230899e-09,7.397952194660674e-14,73.97952194660674
4801,3.9216498258682914e-09,1.5177915933873532e-13,151.77915933873533
4802,3.921618771987037e-09,1.2072527808407963e-13,120.72527808407963
4803,3.921611992226907e-09,1.1394551795403897e-13,113.94551795403896
4804,3.921605940752481e-09,1.0789404352831112e-13,107.89404352831112
4805,3.9215933467142555e-09,9.530000530282813e-14,95.30000530282813
4806,3.9215790466297015e-09,8.099992074883057e-14,80.99992074883056
4807,3.9216269594210575e-09,1.2891271210476686e-13,128.91271210476685
4808,3.921642839133967e-09,1.4479242501396717e-13,144.79242501396718
4809,3.921613413046749e-09,1.153663377960269e-13,115.36633779602691
4810,3.9216143402022365e-09,1.1629349328382789e-13,116.29349328382789
4811,3.921601074934446e-09,1.0302822549335911e-13,103.02822549335912
4812,3.921589586023495e-09,9.15393145422906e-14,91.5393145422906
4813,3.92161815212155e-09,1.2010541259701536e-13,120.10541259701536
4814,3.921643777483842e-09,1.4573077488919907e-13,145.73077488919907
4815,3.921623693695694e-09,1.2564698674102327e-13,125.64698674102327
4816,3.921621570367054e-09,1.2352365810137334e-13,123.52365810137334
4817,3.921609394803762e-09,1.1134809480941544e-13,111.34809480941544
4818,3.92159827983414e-09,1.0023312518763717e-13,100.23312518763717
4819,3.921614166160683e-09,1.1611945173008965e-13,116.11945173008965
4820,3.921658028508248e-09,1.5998179929489166e-13,159.98179929489166
4821,3.921633579098737e-09,1.3553238978404004e-13,135.53238978404005
4822,3.921625488294235e-09,1.274415852819756e-13,127.44158528197559
4823,3.921617223692124e-09,1.191769831716617e-13,119.1769831716617
4824,3.92160610988802e-09,1.0806317906721886e-13,108.06317906721885
4825,3.921612282928614e-09,1.1423621966153664e-13,114.23621966153664
4826,3.921661966764219e-09,1.63920055266228e-13,163.920055266228
4827,3.92164374406331e-09,1.456973543572322e-13,145.6973543572322
4828,3.9216304334216585e-09,1.323867127058449e-13,132.3867127058449
4829,3.921624690429856e-09,1.266437209032435e-13,126.6437209032435
4830,3.921613250497738e-09,1.1520378878531702e-13,115.20378878531702
4831,3.921611509296154e-09,1.1346258720135961e-13,113.46258720135961
4832,3.921666190951408e-09,1.681442424555031e-13,168.14424245550308
4833,3.921652092935034e-09,1.5404622608140251e-13,154.04622608140252
4834,3.921635538224957e-09,1.3749151600466703e-13,137.49151600466703
4835,3.921631615608602e-09,1.335688996496688e-13,133.5688996496688
4836,3.92161980653275e-09,1.217598237970653e-13,121.75982379706531
4837,3.921611553260552e-09,1.135065515994539e-13,113.5065515994539
4838,3.921669265667454e-09,1.7121895850150904e-13,171.21895850150904
4839,3.921661781311437e-09,1.6373460248462436e-13,163.73460248462436
4840,3.921640782998757e-09,1.4273628980395704e-13,142.73628980395705
4841,3.921638224064789e-09,1.4017735583645675e-13,140.17735583645674
4842,3.921625903272616e-09,1.2785656366349441e-13,127.85656366349441
4843,3.921612445640255e-09,1.143989313025724e-13,114.39893130257241
4844,3.925041294208179e-09,3.543247499226598e-12,3543.247499226598
4845,3.927938400048996e-09,6.4403533400435804e-12,6440.353340043581
4846,3.922734489206171e-09,1.2364424972183065e-12,1236.4424972183065
4847,3.921484757849359e-09,-1.3288859593652437e-14,-13.288859593652436
4848,3.920905958118776e-09,-5.920885901768346e-13,-592.0885901768346
4849,3.921132552036017e-09,-3.654946729360541e-13,-365.4946729360541
4850,3.921131180330533e-09,-3.6686637841962843e-13,-366.8663784196284
4851,3.921194900382988e-09,-3.0314632596466816e-13,-303.14632596466816
4852,3.921191608582562e-09,-3.0643812639066003e-13,-306.43812639066005
4853,3.921198570000766e-09,-2.994767081866194e-13,-299.4767081866194
4854,3.921199858981624e-09,-2.981877273288057e-13,-298.1877273288057
4855,3.921202315512696e-09,-2.957311962564967e-13,-295.7311962564967
4856,3.921210599305185e-09,-2.874474037677298e-13,-287.4474037677298
4857,3.921196757350259e-09,-3.012893586937436e-13,-301.2893586937436
4858,3.921212183514294e-09,-2.858631946583483e-13,-285.8631946583483
4859,3.921253997478695e-09,-2.4404923025802315e-13,-244.04923025802316
4860,3.92126956092983e-09,-2.2848577912253686e-13,-228.48577912253685
4861,3.921256000189843e-09,-2.4204651911006224e-13,-242.04651911006223
4862,3.921253582039527e-09,-2.444646694254653e-13,-244.46466942546527
4863,3.921247433339272e-09,-2.5061336968101077e-13,-250.61336968101077
4864,3.921250531365664e-09,-2.475153432882964e-13,-247.51534328829638
4865,3.921250952578208e-09,-2.4709413074428576e-13,-247.09413074428576
4866,3.921245583419315e-09,-2.5246328963781416e-13,-252.46328963781417
4867,3.921292807471241e-09,-2.0523923771194929e-13,-205.23923771194927
4868,3.921307895499724e-09,-1.9015120922909788e-13,-190.15120922909787
4869,3.921289589477878e-09,-2.084572310750492e-13,-208.4572310750492
4870,3.921284460849236e-09,-2.135858597166117e-13,-213.58585971661168
4871,3.921281967699235e-09,-2.1607900971729642e-13,-216.07900971729643
4872,3.921279945716394e-09,-2.1810099255887326e-13,-218.10099255887326
4873,3.9212701903905064e-09,-2.278563184462461e-13,-227.8563184462461
4874,3.921287388737203e-09,-2.106579717498146e-13,-210.65797174981458
4875,3.921319773449519e-09,-1.7827325943348725e-13,-178.27325943348725
4876,3.921334365862084e-09,-1.636808468687333e-13,-163.68084686873328
4877,3.921309796079027e-09,-1.882506299257851e-13,-188.25062992578512
4878,3.921312070030453e-09,-1.8597667849932264e-13,-185.97667849932265
4879,3.921305880862352e-09,-1.9216584660095614e-13,-192.16584660095614
4880,3.92131598600607e-09,-1.8206070288263087e-13,-182.06070288263086
4881,3.921295003414321e-09,-2.0304329463179715e-13,-203.04329463179715
4882,3.921322319481481e-09,-1.7572722747183954e-13,-175.72722747183954
4883,3.92135227783065e-09,-1.4576887830237183e-13,-145.76887830237183
4884,3.921341048369279e-09,-1.5699833967356457e-13,-156.99833967356457
4885,3.921330705351604e-09,-1.6734135734853316e-13,-167.34135734853317
4886,3.9213321158986306e-09,-1.6593081032212952e-13,-165.93081032212953
4887,3.921331388832654e-09,-1.666578762989983e-13,-166.6578762989983
4888,3.921327097018354e-09,-1.7094969059878217e-13,-170.94969059878215
4889,3.921319655732268e-09,-1.7839097668436487e-13,-178.39097668436486
4890,3.921369489404613e-09,-1.28557304339436e-13,-128.557304339436
4891,3.921368079887579e-09,-1.299668213737758e-13,-129.9668213737758
4892,3.921350300408518e-09,-1.4774630043465952e-13,-147.74630043465953
4893,3.921361625496521e-09,-1.3642121243185356e-13,-136.42121243185355
4894,3.921344302846045e-09,-1.5374386290736052e-13,-153.74386290736052
4895,3.921347038233916e-09,-1.5100847503628822e-13,-151.00847503628822
